SalePeriod,SaleDate,SalesPeriodType,Industry,DataType,ProductCategoryName,Quantity,Units,TOTAL_$
2001-01-01 - 2026-04-12,2021-07-25,Historical,Adult-Use,Delivery Couriers,Raw Pre-Rolls,29.0,19,437.49
2001-01-01 - 2026-04-12,2021-07-25,Historical,Adult-Use,Delivery Couriers,Vape Product,13.0,12,615.0
2001-01-01 - 2026-04-12,2021-07-26,Historical,Adult-Use,Delivery Couriers,Buds,199.0,45,2718.25
2001-01-01 - 2026-04-12,2021-07-26,Historical,Adult-Use,Delivery Couriers,Concentrate (Each),2.0,2,130.0
2001-01-01 - 2026-04-12,2021-07-26,Historical,Adult-Use,Delivery Couriers,Infused (edible),25.0,20,764.5
2001-01-01 - 2026-04-12,2021-07-26,Historical,Adult-Use,Delivery Couriers,Infused (non-edible),2.0,2,40.0
2001-01-01 - 2026-04-12,2021-07-26,Historical,Adult-Use,Delivery Couriers,Infused Beverage,4.0,2,72.0
2001-01-01 - 2026-04-12,2021-07-26,Historical,Adult-Use,Delivery Couriers,Kief,10.6,2,60.0
2001-01-01 - 2026-04-12,2021-07-26,Historical,Adult-Use,Delivery Couriers,Raw Pre-Rolls,13.0,8,183.0
2001-01-01 - 2026-04-12,2021-07-26,Historical,Adult-Use,Delivery Couriers,Vape Product,20.0,18,1130.0
2001-01-01 - 2026-04-12,2021-07-27,Historical,Adult-Use,Delivery Couriers,Buds,143.2,48,2081.18
2001-01-01 - 2026-04-12,2021-07-27,Historical,Adult-Use,Delivery Couriers,Concentrate (Each),14.0,11,850.0
2001-01-01 - 2026-04-12,2021-07-27,Historical,Adult-Use,Delivery Couriers,Infused (edible),38.0,37,963.33
2001-01-01 - 2026-04-12,2021-07-27,Historical,Adult-Use,Delivery Couriers,Infused (non-edible),5.0,5,140.0
2001-01-01 - 2026-04-12,2021-07-27,Historical,Adult-Use,Delivery Couriers,Infused Beverage,21.0,8,156.0
2001-01-01 - 2026-04-12,2021-07-27,Historical,Adult-Use,Delivery Couriers,Raw Pre-Rolls,7.5,4,106.66
2001-01-01 - 2026-04-12,2021-07-27,Historical,Adult-Use,Delivery Couriers,Vape Product,34.0,32,1795.0
2001-01-01 - 2026-04-12,2021-07-27,Historical,Adult-Use,Delivery Operators,Buds,14.0,3,200.0
2001-01-01 - 2026-04-12,2021-07-27,Historical,Adult-Use,Delivery Operators,Concentrate (Each),1.0,1,62.5
2001-01-01 - 2026-04-12,2021-07-27,Historical,Adult-Use,Delivery Operators,Infused (edible),9.0,8,225.01
2001-01-01 - 2026-04-12,2021-07-27,Historical,Adult-Use,Delivery Operators,Raw Pre-Rolls,12.3,5,212.53
2001-01-01 - 2026-04-12,2021-07-28,Historical,Adult-Use,Delivery Couriers,Buds,177.0,45,2510.09
2001-01-01 - 2026-04-12,2021-07-28,Historical,Adult-Use,Delivery Couriers,Concentrate (Each),13.0,13,675.0
2001-01-01 - 2026-04-12,2021-07-28,Historical,Adult-Use,Delivery Couriers,Infused (edible),57.0,37,1408.33
2001-01-01 - 2026-04-12,2021-07-28,Historical,Adult-Use,Delivery Couriers,Infused (non-edible),2.0,2,40.0
2001-01-01 - 2026-04-12,2021-07-28,Historical,Adult-Use,Delivery Couriers,Infused Beverage,5.0,3,57.0
2001-01-01 - 2026-04-12,2021-07-28,Historical,Adult-Use,Delivery Couriers,Infused Pre-Rolls,3.0,3,80.0
2001-01-01 - 2026-04-12,2021-07-28,Historical,Adult-Use,Delivery Couriers,Raw Pre-Rolls,72.25,27,1051.15
2001-01-01 - 2026-04-12,2021-07-28,Historical,Adult-Use,Delivery Couriers,Vape Product,52.0,42,2879.0
2001-01-01 - 2026-04-12,2021-07-28,Historical,Adult-Use,Delivery Operators,Buds,3.5,1,50.0
2001-01-01 - 2026-04-12,2021-07-28,Historical,Adult-Use,Delivery Operators,Infused (edible),13.0,9,308.34
2001-01-01 - 2026-04-12,2021-07-28,Historical,Adult-Use,Delivery Operators,Raw Pre-Rolls,43.0,9,720.92
2001-01-01 - 2026-04-12,2021-07-29,Historical,Adult-Use,Delivery Couriers,Buds,120.5,29,1683.02
2001-01-01 - 2026-04-12,2021-07-29,Historical,Adult-Use,Delivery Couriers,Concentrate,0.5,1,55.0
2001-01-01 - 2026-04-12,2021-07-29,Historical,Adult-Use,Delivery Couriers,Concentrate (Each),5.0,5,305.0
2001-01-01 - 2026-04-12,2021-07-29,Historical,Adult-Use,Delivery Couriers,Infused (edible),44.0,38,1100.66
2001-01-01 - 2026-04-12,2021-07-29,Historical,Adult-Use,Delivery Couriers,Infused (non-edible),3.0,3,90.0
2001-01-01 - 2026-04-12,2021-07-29,Historical,Adult-Use,Delivery Couriers,Infused Beverage,7.0,4,93.0
2001-01-01 - 2026-04-12,2021-07-29,Historical,Adult-Use,Delivery Couriers,Infused Pre-Rolls,1.5,1,40.0
2001-01-01 - 2026-04-12,2021-07-29,Historical,Adult-Use,Delivery Couriers,Kief,5.3,1,30.0
2001-01-01 - 2026-04-12,2021-07-29,Historical,Adult-Use,Delivery Couriers,Raw Pre-Rolls,42.25,28,626.3
2001-01-01 - 2026-04-12,2021-07-29,Historical,Adult-Use,Delivery Couriers,Vape Product,38.0,34,1927.0
2001-01-01 - 2026-04-12,2021-07-29,Historical,Adult-Use,Delivery Operators,Buds,36.0,13,533.36
2001-01-01 - 2026-04-12,2021-07-29,Historical,Adult-Use,Delivery Operators,Infused (edible),12.0,12,287.52
2001-01-01 - 2026-04-12,2021-07-29,Historical,Adult-Use,Delivery Operators,Raw Pre-Rolls,23.8,9,400.05
2001-01-01 - 2026-04-12,2021-07-30,Historical,Adult-Use,Delivery Couriers,Buds,161.4,35,2179.04
2001-01-01 - 2026-04-12,2021-07-30,Historical,Adult-Use,Delivery Couriers,Concentrate (Each),5.0,5,325.0
2001-01-01 - 2026-04-12,2021-07-30,Historical,Adult-Use,Delivery Couriers,Infused (edible),57.0,45,1521.5
2001-01-01 - 2026-04-12,2021-07-30,Historical,Adult-Use,Delivery Couriers,Infused (non-edible),2.0,2,40.0
2001-01-01 - 2026-04-12,2021-07-30,Historical,Adult-Use,Delivery Couriers,Infused Beverage,10.0,1,70.0
2001-01-01 - 2026-04-12,2021-07-30,Historical,Adult-Use,Delivery Couriers,Infused Pre-Rolls,0.75,1,20.0
2001-01-01 - 2026-04-12,2021-07-30,Historical,Adult-Use,Delivery Couriers,Kief,10.6,2,60.0
2001-01-01 - 2026-04-12,2021-07-30,Historical,Adult-Use,Delivery Couriers,Raw Pre-Rolls,35.75,15,513.83
2001-01-01 - 2026-04-12,2021-07-30,Historical,Adult-Use,Delivery Couriers,Vape Product,24.0,21,1527.0
2001-01-01 - 2026-04-12,2021-07-30,Historical,Adult-Use,Delivery Operators,Buds,14.0,4,200.0
2001-01-01 - 2026-04-12,2021-07-30,Historical,Adult-Use,Delivery Operators,Infused (edible),14.0,10,279.17
2001-01-01 - 2026-04-12,2021-07-30,Historical,Adult-Use,Delivery Operators,Raw Pre-Rolls,26.5,8,450.06
2001-01-01 - 2026-04-12,2021-07-31,Historical,Adult-Use,Delivery Couriers,Buds,159.0,35,2189.07
2001-01-01 - 2026-04-12,2021-07-31,Historical,Adult-Use,Delivery Couriers,Concentrate,1.0,2,110.0
2001-01-01 - 2026-04-12,2021-07-31,Historical,Adult-Use,Delivery Couriers,Concentrate (Each),7.0,7,340.0
2001-01-01 - 2026-04-12,2021-07-31,Historical,Adult-Use,Delivery Couriers,Infused (edible),38.0,26,1023.0
2001-01-01 - 2026-04-12,2021-07-31,Historical,Adult-Use,Delivery Couriers,Infused (non-edible),1.0,1,20.0
2001-01-01 - 2026-04-12,2021-07-31,Historical,Adult-Use,Delivery Couriers,Infused Pre-Rolls,2.25,2,60.0
2001-01-01 - 2026-04-12,2021-07-31,Historical,Adult-Use,Delivery Couriers,Kief,10.6,1,60.0
2001-01-01 - 2026-04-12,2021-07-31,Historical,Adult-Use,Delivery Couriers,Raw Pre-Rolls,16.0,12,238.31
2001-01-01 - 2026-04-12,2021-07-31,Historical,Adult-Use,Delivery Couriers,Vape Product,21.0,18,1175.0
2001-01-01 - 2026-04-12,2021-07-31,Historical,Adult-Use,Delivery Operators,Buds,18.5,6,266.67
2001-01-01 - 2026-04-12,2021-07-31,Historical,Adult-Use,Delivery Operators,Concentrate (Each),1.0,1,62.5
2001-01-01 - 2026-04-12,2021-07-31,Historical,Adult-Use,Delivery Operators,Infused (edible),14.0,13,318.87
2001-01-01 - 2026-04-12,2021-07-31,Historical,Adult-Use,Delivery Operators,Infused (non-edible),1.0,1,8.34
2001-01-01 - 2026-04-12,2021-07-31,Historical,Adult-Use,Delivery Operators,Raw Pre-Rolls,16.0,5,275.04
2001-01-01 - 2026-04-12,2021-08-01,Historical,Adult-Use,Delivery Couriers,Buds,100.6,29,1400.0
2001-01-01 - 2026-04-12,2021-08-01,Historical,Adult-Use,Delivery Couriers,Concentrate (Each),2.0,2,85.0
2001-01-01 - 2026-04-12,2021-08-01,Historical,Adult-Use,Delivery Couriers,Infused (edible),31.0,26,509.33
2001-01-01 - 2026-04-12,2021-08-01,Historical,Adult-Use,Delivery Couriers,Kief,5.3,1,30.0
2001-01-01 - 2026-04-12,2021-08-01,Historical,Adult-Use,Delivery Couriers,Raw Pre-Rolls,27.0,14,408.32
2001-01-01 - 2026-04-12,2021-08-01,Historical,Adult-Use,Delivery Couriers,Vape Product,10.0,8,525.0
2001-01-01 - 2026-04-12,2021-08-02,Historical,Adult-Use,Delivery Couriers,Buds,190.5,42,2622.24
2001-01-01 - 2026-04-12,2021-08-02,Historical,Adult-Use,Delivery Couriers,Concentrate (Each),8.0,8,385.83
2001-01-01 - 2026-04-12,2021-08-02,Historical,Adult-Use,Delivery Couriers,Infused (edible),43.0,36,1141.99
2001-01-01 - 2026-04-12,2021-08-02,Historical,Adult-Use,Delivery Couriers,Infused Pre-Rolls,3.0,3,80.0
2001-01-01 - 2026-04-12,2021-08-02,Historical,Adult-Use,Delivery Couriers,Raw Pre-Rolls,46.0,23,696.48
2001-01-01 - 2026-04-12,2021-08-02,Historical,Adult-Use,Delivery Couriers,Vape Product,16.0,15,995.0
2001-01-01 - 2026-04-12,2021-08-03,Historical,Adult-Use,Delivery Couriers,Buds,263.0,62,3670.23
2001-01-01 - 2026-04-12,2021-08-03,Historical,Adult-Use,Delivery Couriers,Concentrate (Each),19.0,19,906.0
2001-01-01 - 2026-04-12,2021-08-03,Historical,Adult-Use,Delivery Couriers,Infused (edible),50.0,45,1328.99
2001-01-01 - 2026-04-12,2021-08-03,Historical,Adult-Use,Delivery Couriers,Infused (non-edible),1.0,1,30.0
2001-01-01 - 2026-04-12,2021-08-03,Historical,Adult-Use,Delivery Couriers,Infused Beverage,13.0,10,91.0
2001-01-01 - 2026-04-12,2021-08-03,Historical,Adult-Use,Delivery Couriers,Infused Pre-Rolls,1.5,2,40.0
2001-01-01 - 2026-04-12,2021-08-03,Historical,Adult-Use,Delivery Couriers,Raw Pre-Rolls,53.0,30,771.32
2001-01-01 - 2026-04-12,2021-08-03,Historical,Adult-Use,Delivery Couriers,Vape Product,34.0,34,1975.0
2001-01-01 - 2026-04-12,2021-08-03,Historical,Adult-Use,Delivery Operators,Buds,31.5,8,450.0
2001-01-01 - 2026-04-12,2021-08-03,Historical,Adult-Use,Delivery Operators,Infused (edible),10.0,6,258.34
2001-01-01 - 2026-04-12,2021-08-03,Historical,Adult-Use,Delivery Operators,Raw Pre-Rolls,11.5,4,191.69
2001-01-01 - 2026-04-12,2021-08-04,Historical,Adult-Use,Delivery Couriers,Buds,194.0,60,2829.13
2001-01-01 - 2026-04-12,2021-08-04,Historical,Adult-Use,Delivery Couriers,Concentrate (Each),20.0,18,1323.0
2001-01-01 - 2026-04-12,2021-08-04,Historical,Adult-Use,Delivery Couriers,Infused (edible),61.0,38,1564.32
2001-01-01 - 2026-04-12,2021-08-04,Historical,Adult-Use,Delivery Couriers,Infused Beverage,9.0,5,57.0
2001-01-01 - 2026-04-12,2021-08-04,Historical,Adult-Use,Delivery Couriers,Infused Pre-Rolls,15.0,8,400.0
2001-01-01 - 2026-04-12,2021-08-04,Historical,Adult-Use,Delivery Couriers,Kief,5.3,1,30.0
2001-01-01 - 2026-04-12,2021-08-04,Historical,Adult-Use,Delivery Couriers,Raw Pre-Rolls,64.5,25,902.49
2001-01-01 - 2026-04-12,2021-08-04,Historical,Adult-Use,Delivery Couriers,Vape Product,59.0,44,2610.12
2001-01-01 - 2026-04-12,2021-08-04,Historical,Adult-Use,Delivery Operators,Buds,3.5,1,50.0
2001-01-01 - 2026-04-12,2021-08-04,Historical,Adult-Use,Delivery Operators,Infused (edible),3.0,3,58.34
2001-01-01 - 2026-04-12,2021-08-04,Historical,Adult-Use,Delivery Operators,Raw Pre-Rolls,33.5,7,558.4
2001-01-01 - 2026-04-12,2021-08-05,Historical,Adult-Use,Delivery Couriers,Buds,201.0,49,2867.11
2001-01-01 - 2026-04-12,2021-08-05,Historical,Adult-Use,Delivery Couriers,Concentrate (Each),10.0,10,575.0
2001-01-01 - 2026-04-12,2021-08-05,Historical,Adult-Use,Delivery Couriers,Infused (edible),54.0,46,1308.31
2001-01-01 - 2026-04-12,2021-08-05,Historical,Adult-Use,Delivery Couriers,Infused Beverage,4.0,3,24.0
2001-01-01 - 2026-04-12,2021-08-05,Historical,Adult-Use,Delivery Couriers,Raw Pre-Rolls,61.0,28,881.14
2001-01-01 - 2026-04-12,2021-08-05,Historical,Adult-Use,Delivery Couriers,Vape Product,66.0,57,3575.05
2001-01-01 - 2026-04-12,2021-08-05,Historical,Adult-Use,Delivery Operators,Buds,24.5,6,350.0
2001-01-01 - 2026-04-12,2021-08-05,Historical,Adult-Use,Delivery Operators,Infused (edible),5.0,5,125.01
2001-01-01 - 2026-04-12,2021-08-05,Historical,Adult-Use,Delivery Operators,Raw Pre-Rolls,14.3,6,245.87
2001-01-01 - 2026-04-12,2021-08-06,Historical,Adult-Use,Delivery Couriers,Buds,248.3,67,3580.67
2001-01-01 - 2026-04-12,2021-08-06,Historical,Adult-Use,Delivery Couriers,Concentrate (Each),19.0,14,1060.66
2001-01-01 - 2026-04-12,2021-08-06,Historical,Adult-Use,Delivery Couriers,Infused (edible),71.0,49,1593.97
2001-01-01 - 2026-04-12,2021-08-06,Historical,Adult-Use,Delivery Couriers,Infused Beverage,30.0,16,239.0
2001-01-01 - 2026-04-12,2021-08-06,Historical,Adult-Use,Delivery Couriers,Infused Pre-Rolls,7.5,4,200.0
2001-01-01 - 2026-04-12,2021-08-06,Historical,Adult-Use,Delivery Couriers,Kief,1.0,1,30.0
2001-01-01 - 2026-04-12,2021-08-06,Historical,Adult-Use,Delivery Couriers,Raw Pre-Rolls,56.0,32,799.98
2001-01-01 - 2026-04-12,2021-08-06,Historical,Adult-Use,Delivery Couriers,Vape Product,49.0,47,2855.0
2001-01-01 - 2026-04-12,2021-08-06,Historical,Adult-Use,Delivery Operators,Buds,28.5,7,416.68
2001-01-01 - 2026-04-12,2021-08-06,Historical,Adult-Use,Delivery Operators,Infused (edible),9.0,5,212.51
2001-01-01 - 2026-04-12,2021-08-06,Historical,Adult-Use,Delivery Operators,Raw Pre-Rolls,11.5,4,191.69
2001-01-01 - 2026-04-12,2021-08-07,Historical,Adult-Use,Delivery Couriers,Buds,163.0,45,2334.06
2001-01-01 - 2026-04-12,2021-08-07,Historical,Adult-Use,Delivery Couriers,Concentrate (Each),21.0,20,1229.0
2001-01-01 - 2026-04-12,2021-08-07,Historical,Adult-Use,Delivery Couriers,Infused (edible),46.0,40,1129.33
2001-01-01 - 2026-04-12,2021-08-07,Historical,Adult-Use,Delivery Couriers,Infused (non-edible),2.0,2,50.0
2001-01-01 - 2026-04-12,2021-08-07,Historical,Adult-Use,Delivery Couriers,Infused Beverage,11.0,9,132.0
2001-01-01 - 2026-04-12,2021-08-07,Historical,Adult-Use,Delivery Couriers,Infused Pre-Rolls,7.5,4,200.0
2001-01-01 - 2026-04-12,2021-08-07,Historical,Adult-Use,Delivery Couriers,Kief,21.2,3,120.0
2001-01-01 - 2026-04-12,2021-08-07,Historical,Adult-Use,Delivery Couriers,Raw Pre-Rolls,46.75,21,686.33
2001-01-01 - 2026-04-12,2021-08-07,Historical,Adult-Use,Delivery Couriers,Vape Product,18.0,16,1025.0
2001-01-01 - 2026-04-12,2021-08-07,Historical,Adult-Use,Delivery Operators,Buds,12.5,5,183.34
2001-01-01 - 2026-04-12,2021-08-07,Historical,Adult-Use,Delivery Operators,Concentrate (Each),2.0,2,125.0
2001-01-01 - 2026-04-12,2021-08-07,Historical,Adult-Use,Delivery Operators,Infused (edible),14.0,13,316.68
2001-01-01 - 2026-04-12,2021-08-07,Historical,Adult-Use,Delivery Operators,Raw Pre-Rolls,22.0,6,370.88
2001-01-01 - 2026-04-12,2021-08-08,Historical,Adult-Use,Delivery Couriers,Buds,112.0,36,1520.0
2001-01-01 - 2026-04-12,2021-08-08,Historical,Adult-Use,Delivery Couriers,Concentrate (Each),9.0,6,316.0
2001-01-01 - 2026-04-12,2021-08-08,Historical,Adult-Use,Delivery Couriers,Infused (edible),20.0,15,352.32
2001-01-01 - 2026-04-12,2021-08-08,Historical,Adult-Use,Delivery Couriers,Infused (non-edible),1.0,1,20.0
2001-01-01 - 2026-04-12,2021-08-08,Historical,Adult-Use,Delivery Couriers,Infused Beverage,3.0,3,54.0
2001-01-01 - 2026-04-12,2021-08-08,Historical,Adult-Use,Delivery Couriers,Raw Pre-Rolls,32.0,16,484.98
2001-01-01 - 2026-04-12,2021-08-08,Historical,Adult-Use,Delivery Couriers,Vape Product,18.0,14,1020.0
2001-01-01 - 2026-04-12,2021-08-09,Historical,Adult-Use,Delivery Couriers,Buds,263.8,56,3664.25
2001-01-01 - 2026-04-12,2021-08-09,Historical,Adult-Use,Delivery Couriers,Concentrate (Each),27.0,24,1395.83
2001-01-01 - 2026-04-12,2021-08-09,Historical,Adult-Use,Delivery Couriers,Infused (edible),83.0,65,1985.66
2001-01-01 - 2026-04-12,2021-08-09,Historical,Adult-Use,Delivery Couriers,Infused Beverage,5.0,4,68.0
2001-01-01 - 2026-04-12,2021-08-09,Historical,Adult-Use,Delivery Couriers,Infused Pre-Rolls,3.75,4,100.0
2001-01-01 - 2026-04-12,2021-08-09,Historical,Adult-Use,Delivery Couriers,Kief,5.3,1,30.0
2001-01-01 - 2026-04-12,2021-08-09,Historical,Adult-Use,Delivery Couriers,Raw Pre-Rolls,35.5,14,499.5
2001-01-01 - 2026-04-12,2021-08-09,Historical,Adult-Use,Delivery Couriers,Vape Product,57.0,46,3155.0
2001-01-01 - 2026-04-12,2021-08-10,Historical,Adult-Use,Delivery Couriers,Buds,227.6,67,3300.18
2001-01-01 - 2026-04-12,2021-08-10,Historical,Adult-Use,Delivery Couriers,Concentrate (Each),19.0,18,917.0
2001-01-01 - 2026-04-12,2021-08-10,Historical,Adult-Use,Delivery Couriers,Infused (edible),57.0,44,1304.64
2001-01-01 - 2026-04-12,2021-08-10,Historical,Adult-Use,Delivery Couriers,Infused (non-edible),6.0,5,120.0
2001-01-01 - 2026-04-12,2021-08-10,Historical,Adult-Use,Delivery Couriers,Infused Beverage,12.0,9,102.0
2001-01-01 - 2026-04-12,2021-08-10,Historical,Adult-Use,Delivery Couriers,Infused Pre-Rolls,5.25,6,140.0
2001-01-01 - 2026-04-12,2021-08-10,Historical,Adult-Use,Delivery Couriers,Raw Pre-Rolls,29.5,17,424.15
2001-01-01 - 2026-04-12,2021-08-10,Historical,Adult-Use,Delivery Couriers,Vape Product,47.0,41,2645.0
2001-01-01 - 2026-04-12,2021-08-10,Historical,Adult-Use,Delivery Operators,Buds,14.0,4,200.0
2001-01-01 - 2026-04-12,2021-08-10,Historical,Adult-Use,Delivery Operators,Infused (edible),13.0,11,308.34
2001-01-01 - 2026-04-12,2021-08-10,Historical,Adult-Use,Delivery Operators,Raw Pre-Rolls,54.5,12,912.61
2001-01-01 - 2026-04-12,2021-08-11,Historical,Adult-Use,Delivery Couriers,Buds,139.5,37,1995.12
2001-01-01 - 2026-04-12,2021-08-11,Historical,Adult-Use,Delivery Couriers,Concentrate (Each),13.0,10,612.0
2001-01-01 - 2026-04-12,2021-08-11,Historical,Adult-Use,Delivery Couriers,Infused (edible),46.0,37,1022.0
2001-01-01 - 2026-04-12,2021-08-11,Historical,Adult-Use,Delivery Couriers,Infused Beverage,14.0,5,131.0
2001-01-01 - 2026-04-12,2021-08-11,Historical,Adult-Use,Delivery Couriers,Infused Pre-Rolls,6.0,2,160.0
2001-01-01 - 2026-04-12,2021-08-11,Historical,Adult-Use,Delivery Couriers,Raw Pre-Rolls,35.0,13,495.83
2001-01-01 - 2026-04-12,2021-08-11,Historical,Adult-Use,Delivery Couriers,Vape Product,64.0,53,3805.0
2001-01-01 - 2026-04-12,2021-08-11,Historical,Adult-Use,Delivery Operators,Buds,41.0,10,600.02
2001-01-01 - 2026-04-12,2021-08-11,Historical,Adult-Use,Delivery Operators,Concentrate (Each),1.0,1,62.5
2001-01-01 - 2026-04-12,2021-08-11,Historical,Adult-Use,Delivery Operators,Infused (edible),16.0,15,370.85
2001-01-01 - 2026-04-12,2021-08-11,Historical,Adult-Use,Delivery Operators,Raw Pre-Rolls,54.0,14,900.11
2001-01-01 - 2026-04-12,2021-08-12,Historical,Adult-Use,Delivery Couriers,Buds,268.5,67,3712.64
2001-01-01 - 2026-04-12,2021-08-12,Historical,Adult-Use,Delivery Couriers,Concentrate (Each),19.0,14,1001.0
2001-01-01 - 2026-04-12,2021-08-12,Historical,Adult-Use,Delivery Couriers,Infused (edible),98.0,69,2450.66
2001-01-01 - 2026-04-12,2021-08-12,Historical,Adult-Use,Delivery Couriers,Infused (non-edible),2.0,1,60.0
2001-01-01 - 2026-04-12,2021-08-12,Historical,Adult-Use,Delivery Couriers,Infused Beverage,11.0,5,110.0
2001-01-01 - 2026-04-12,2021-08-12,Historical,Adult-Use,Delivery Couriers,Infused Pre-Rolls,3.75,5,100.0
2001-01-01 - 2026-04-12,2021-08-12,Historical,Adult-Use,Delivery Couriers,Raw Pre-Rolls,81.5,21,1133.33
2001-01-01 - 2026-04-12,2021-08-12,Historical,Adult-Use,Delivery Couriers,Vape Product,53.0,51,2920.0
2001-01-01 - 2026-04-12,2021-08-12,Historical,Adult-Use,Delivery Operators,Buds,3.5,1,50.0
2001-01-01 - 2026-04-12,2021-08-12,Historical,Adult-Use,Delivery Operators,Concentrate (Each),1.0,1,62.5
2001-01-01 - 2026-04-12,2021-08-12,Historical,Adult-Use,Delivery Operators,Infused (edible),15.0,14,370.85
2001-01-01 - 2026-04-12,2021-08-12,Historical,Adult-Use,Delivery Operators,Raw Pre-Rolls,20.5,7,345.88
2001-01-01 - 2026-04-12,2021-08-13,Historical,Adult-Use,Delivery Couriers,Buds,293.3,82,4122.67
2001-01-01 - 2026-04-12,2021-08-13,Historical,Adult-Use,Delivery Couriers,Concentrate (Each),10.0,10,526.0
2001-01-01 - 2026-04-12,2021-08-13,Historical,Adult-Use,Delivery Couriers,Infused (edible),67.0,50,1497.66
2001-01-01 - 2026-04-12,2021-08-13,Historical,Adult-Use,Delivery Couriers,Infused (non-edible),2.0,2,55.0
2001-01-01 - 2026-04-12,2021-08-13,Historical,Adult-Use,Delivery Couriers,Infused Beverage,43.0,21,326.0
2001-01-01 - 2026-04-12,2021-08-13,Historical,Adult-Use,Delivery Couriers,Infused Pre-Rolls,11.25,5,210.0
2001-01-01 - 2026-04-12,2021-08-13,Historical,Adult-Use,Delivery Couriers,Kief,5.3,1,30.0
2001-01-01 - 2026-04-12,2021-08-13,Historical,Adult-Use,Delivery Couriers,Raw Pre-Rolls,77.25,28,1114.31
2001-01-01 - 2026-04-12,2021-08-13,Historical,Adult-Use,Delivery Couriers,Vape Product,52.0,45,2925.0
2001-01-01 - 2026-04-12,2021-08-13,Historical,Adult-Use,Delivery Operators,Buds,29.5,9,433.35
2001-01-01 - 2026-04-12,2021-08-13,Historical,Adult-Use,Delivery Operators,Concentrate (Each),1.0,1,62.5
2001-01-01 - 2026-04-12,2021-08-13,Historical,Adult-Use,Delivery Operators,Infused (edible),8.0,8,200.01
2001-01-01 - 2026-04-12,2021-08-13,Historical,Adult-Use,Delivery Operators,Raw Pre-Rolls,17.0,6,241.7
2001-01-01 - 2026-04-12,2021-08-14,Historical,Adult-Use,Delivery Couriers,Buds,377.2,99,4903.16
2001-01-01 - 2026-04-12,2021-08-14,Historical,Adult-Use,Delivery Couriers,Concentrate (Each),20.0,20,945.83
2001-01-01 - 2026-04-12,2021-08-14,Historical,Adult-Use,Delivery Couriers,Infused (edible),59.0,49,1414.31
2001-01-01 - 2026-04-12,2021-08-14,Historical,Adult-Use,Delivery Couriers,Infused Beverage,23.0,11,270.0
2001-01-01 - 2026-04-12,2021-08-14,Historical,Adult-Use,Delivery Couriers,Infused Pre-Rolls,4.5,5,80.0
2001-01-01 - 2026-04-12,2021-08-14,Historical,Adult-Use,Delivery Couriers,Raw Pre-Rolls,65.25,35,898.47
2001-01-01 - 2026-04-12,2021-08-14,Historical,Adult-Use,Delivery Couriers,Vape Product,35.0,32,2090.0
2001-01-01 - 2026-04-12,2021-08-15,Historical,Adult-Use,Delivery Couriers,Buds,117.5,29,1582.5
2001-01-01 - 2026-04-12,2021-08-15,Historical,Adult-Use,Delivery Couriers,Concentrate (Each),2.0,2,65.0
2001-01-01 - 2026-04-12,2021-08-15,Historical,Adult-Use,Delivery Couriers,Infused (edible),17.0,10,280.66
2001-01-01 - 2026-04-12,2021-08-15,Historical,Adult-Use,Delivery Couriers,Infused Beverage,1.0,1,18.0
2001-01-01 - 2026-04-12,2021-08-15,Historical,Adult-Use,Delivery Couriers,Kief,15.9,1,90.0
2001-01-01 - 2026-04-12,2021-08-15,Historical,Adult-Use,Delivery Couriers,Raw Pre-Rolls,21.5,10,323.33
2001-01-01 - 2026-04-12,2021-08-15,Historical,Adult-Use,Delivery Couriers,Vape Product,21.0,20,1200.0
2001-01-01 - 2026-04-12,2021-08-16,Historical,Adult-Use,Delivery Couriers,Buds,184.7,47,2695.02
2001-01-01 - 2026-04-12,2021-08-16,Historical,Adult-Use,Delivery Couriers,Concentrate (Each),17.0,13,975.83
2001-01-01 - 2026-04-12,2021-08-16,Historical,Adult-Use,Delivery Couriers,Infused (edible),57.0,36,1454.32
2001-01-01 - 2026-04-12,2021-08-16,Historical,Adult-Use,Delivery Couriers,Infused Beverage,4.0,4,35.0
