SalePeriod,SaleDate,SalesPeriodType,Industry,DataType,ProductCategoryName,Quantity,Units,TOTAL_$
2001-01-01 - 2026-04-12,2023-09-17,Historical,Adult-Use,Delivery Operators,Buds,1331.0,213,9612.4
2001-01-01 - 2026-04-12,2023-09-17,Historical,Adult-Use,Delivery Operators,Concentrate (Each),25.0,24,771.06
2001-01-01 - 2026-04-12,2023-09-17,Historical,Adult-Use,Delivery Operators,Infused (edible),233.0,144,3300.93
2001-01-01 - 2026-04-12,2023-09-17,Historical,Adult-Use,Delivery Operators,Infused (non-edible),12.0,3,85.49
2001-01-01 - 2026-04-12,2023-09-17,Historical,Adult-Use,Delivery Operators,Infused Beverage,49.0,27,367.15
2001-01-01 - 2026-04-12,2023-09-17,Historical,Adult-Use,Delivery Operators,Infused Pre-Rolls,12.5,9,149.3
2001-01-01 - 2026-04-12,2023-09-17,Historical,Adult-Use,Delivery Operators,Raw Pre-Rolls,418.5,244,4188.11
2001-01-01 - 2026-04-12,2023-09-17,Historical,Adult-Use,Delivery Operators,Shake/Trim (by strain),532.0,20,1193.69
2001-01-01 - 2026-04-12,2023-09-17,Historical,Adult-Use,Delivery Operators,Vape Product,164.0,156,6026.99
2001-01-01 - 2026-04-12,2023-09-18,Historical,Adult-Use,Delivery Couriers,Buds,1620.5,146,8529.89
2001-01-01 - 2026-04-12,2023-09-18,Historical,Adult-Use,Delivery Couriers,Concentrate,4.0,4,170.0
2001-01-01 - 2026-04-12,2023-09-18,Historical,Adult-Use,Delivery Couriers,Concentrate (Each),7.0,7,279.0
2001-01-01 - 2026-04-12,2023-09-18,Historical,Adult-Use,Delivery Couriers,Infused (edible),76.0,58,1497.0
2001-01-01 - 2026-04-12,2023-09-18,Historical,Adult-Use,Delivery Couriers,Infused Beverage,7.0,3,46.0
2001-01-01 - 2026-04-12,2023-09-18,Historical,Adult-Use,Delivery Couriers,Infused Pre-Rolls,12.8,12,240.0
2001-01-01 - 2026-04-12,2023-09-18,Historical,Adult-Use,Delivery Couriers,Raw Pre-Rolls,215.5,88,2118.0
2001-01-01 - 2026-04-12,2023-09-18,Historical,Adult-Use,Delivery Couriers,Shake/Trim,315.0,25,1142.0
2001-01-01 - 2026-04-12,2023-09-18,Historical,Adult-Use,Delivery Couriers,Shake/Trim (by strain),105.0,13,450.0
2001-01-01 - 2026-04-12,2023-09-18,Historical,Adult-Use,Delivery Couriers,Vape Product,99.0,91,2954.0
2001-01-01 - 2026-04-12,2023-09-18,Historical,Adult-Use,Delivery Operators,Buds,1008.0,168,7715.29
2001-01-01 - 2026-04-12,2023-09-18,Historical,Adult-Use,Delivery Operators,Concentrate (Each),35.0,25,1067.08
2001-01-01 - 2026-04-12,2023-09-18,Historical,Adult-Use,Delivery Operators,Infused (edible),81.0,62,1436.49
2001-01-01 - 2026-04-12,2023-09-18,Historical,Adult-Use,Delivery Operators,Infused (non-edible),4.0,4,108.33
2001-01-01 - 2026-04-12,2023-09-18,Historical,Adult-Use,Delivery Operators,Infused Beverage,7.0,6,71.27
2001-01-01 - 2026-04-12,2023-09-18,Historical,Adult-Use,Delivery Operators,Infused Pre-Rolls,16.9,8,302.97
2001-01-01 - 2026-04-12,2023-09-18,Historical,Adult-Use,Delivery Operators,Raw Pre-Rolls,258.3,144,2476.32
2001-01-01 - 2026-04-12,2023-09-18,Historical,Adult-Use,Delivery Operators,Shake/Trim,42.0,4,154.48
2001-01-01 - 2026-04-12,2023-09-18,Historical,Adult-Use,Delivery Operators,Shake/Trim (by strain),238.0,9,597.63
2001-01-01 - 2026-04-12,2023-09-18,Historical,Adult-Use,Delivery Operators,Vape Product,98.0,90,3762.75
2001-01-01 - 2026-04-12,2023-09-19,Historical,Adult-Use,Delivery Couriers,Buds,1429.0,122,7215.19
2001-01-01 - 2026-04-12,2023-09-19,Historical,Adult-Use,Delivery Couriers,Concentrate (Each),5.0,4,341.0
2001-01-01 - 2026-04-12,2023-09-19,Historical,Adult-Use,Delivery Couriers,Infused (edible),67.0,49,1354.6
2001-01-01 - 2026-04-12,2023-09-19,Historical,Adult-Use,Delivery Couriers,Infused Beverage,2.0,2,14.0
2001-01-01 - 2026-04-12,2023-09-19,Historical,Adult-Use,Delivery Couriers,Infused Pre-Rolls,12.4,8,257.0
2001-01-01 - 2026-04-12,2023-09-19,Historical,Adult-Use,Delivery Couriers,Raw Pre-Rolls,150.95,62,1593.46
2001-01-01 - 2026-04-12,2023-09-19,Historical,Adult-Use,Delivery Couriers,Shake/Trim,238.0,18,803.0
2001-01-01 - 2026-04-12,2023-09-19,Historical,Adult-Use,Delivery Couriers,Shake/Trim (by strain),56.0,7,228.0
2001-01-01 - 2026-04-12,2023-09-19,Historical,Adult-Use,Delivery Couriers,Vape Product,78.0,72,2226.0
2001-01-01 - 2026-04-12,2023-09-19,Historical,Adult-Use,Delivery Operators,Buds,1236.5,192,8865.01
2001-01-01 - 2026-04-12,2023-09-19,Historical,Adult-Use,Delivery Operators,Concentrate (Each),28.0,25,894.69
2001-01-01 - 2026-04-12,2023-09-19,Historical,Adult-Use,Delivery Operators,Infused (edible),104.0,78,1901.24
2001-01-01 - 2026-04-12,2023-09-19,Historical,Adult-Use,Delivery Operators,Infused (non-edible),9.0,2,29.21
2001-01-01 - 2026-04-12,2023-09-19,Historical,Adult-Use,Delivery Operators,Infused Beverage,24.0,14,194.63
2001-01-01 - 2026-04-12,2023-09-19,Historical,Adult-Use,Delivery Operators,Infused Pre-Rolls,9.0,6,123.86
2001-01-01 - 2026-04-12,2023-09-19,Historical,Adult-Use,Delivery Operators,Raw Pre-Rolls,250.9,153,2499.51
2001-01-01 - 2026-04-12,2023-09-19,Historical,Adult-Use,Delivery Operators,Shake/Trim,77.0,7,284.53
2001-01-01 - 2026-04-12,2023-09-19,Historical,Adult-Use,Delivery Operators,Vape Product,119.0,109,4592.62
2001-01-01 - 2026-04-12,2023-09-20,Historical,Adult-Use,Delivery Couriers,Buds,1284.85,113,6387.43
2001-01-01 - 2026-04-12,2023-09-20,Historical,Adult-Use,Delivery Couriers,Concentrate,21.0,9,582.0
2001-01-01 - 2026-04-12,2023-09-20,Historical,Adult-Use,Delivery Couriers,Concentrate (Bulk),1.0,1,26.25
2001-01-01 - 2026-04-12,2023-09-20,Historical,Adult-Use,Delivery Couriers,Concentrate (Each),11.0,8,385.0
2001-01-01 - 2026-04-12,2023-09-20,Historical,Adult-Use,Delivery Couriers,Infused (edible),75.0,65,1505.0
2001-01-01 - 2026-04-12,2023-09-20,Historical,Adult-Use,Delivery Couriers,Infused (non-edible),1.0,1,40.0
2001-01-01 - 2026-04-12,2023-09-20,Historical,Adult-Use,Delivery Couriers,Infused Beverage,10.0,7,95.0
2001-01-01 - 2026-04-12,2023-09-20,Historical,Adult-Use,Delivery Couriers,Infused Pre-Rolls,3.0,3,64.0
2001-01-01 - 2026-04-12,2023-09-20,Historical,Adult-Use,Delivery Couriers,Raw Pre-Rolls,114.45,52,1190.0
2001-01-01 - 2026-04-12,2023-09-20,Historical,Adult-Use,Delivery Couriers,Shake/Trim,217.0,15,690.0
2001-01-01 - 2026-04-12,2023-09-20,Historical,Adult-Use,Delivery Couriers,Shake/Trim (by strain),56.0,7,242.0
2001-01-01 - 2026-04-12,2023-09-20,Historical,Adult-Use,Delivery Couriers,Vape Product,92.0,76,2639.5
2001-01-01 - 2026-04-12,2023-09-20,Historical,Adult-Use,Delivery Operators,Buds,1162.5,167,7633.62
2001-01-01 - 2026-04-12,2023-09-20,Historical,Adult-Use,Delivery Operators,Concentrate (Each),94.0,41,1155.33
2001-01-01 - 2026-04-12,2023-09-20,Historical,Adult-Use,Delivery Operators,Infused (edible),90.0,73,1745.68
2001-01-01 - 2026-04-12,2023-09-20,Historical,Adult-Use,Delivery Operators,Infused (non-edible),7.0,3,69.7
2001-01-01 - 2026-04-12,2023-09-20,Historical,Adult-Use,Delivery Operators,Infused Beverage,20.0,10,161.51
2001-01-01 - 2026-04-12,2023-09-20,Historical,Adult-Use,Delivery Operators,Infused Pre-Rolls,17.7,9,247.77
2001-01-01 - 2026-04-12,2023-09-20,Historical,Adult-Use,Delivery Operators,Raw Pre-Rolls,236.65,109,2408.15
2001-01-01 - 2026-04-12,2023-09-20,Historical,Adult-Use,Delivery Operators,Shake/Trim,42.0,5,160.11
2001-01-01 - 2026-04-12,2023-09-20,Historical,Adult-Use,Delivery Operators,Shake/Trim (by strain),42.0,2,65.01
2001-01-01 - 2026-04-12,2023-09-20,Historical,Adult-Use,Delivery Operators,Vape Product,108.0,96,3864.12
2001-01-01 - 2026-04-12,2023-09-21,Historical,Adult-Use,Delivery Couriers,Buds,1326.5,138,7262.92
2001-01-01 - 2026-04-12,2023-09-21,Historical,Adult-Use,Delivery Couriers,Concentrate (Each),4.0,4,151.0
2001-01-01 - 2026-04-12,2023-09-21,Historical,Adult-Use,Delivery Couriers,Infused (edible),95.0,77,1958.0
2001-01-01 - 2026-04-12,2023-09-21,Historical,Adult-Use,Delivery Couriers,Infused Beverage,17.0,10,242.0
2001-01-01 - 2026-04-12,2023-09-21,Historical,Adult-Use,Delivery Couriers,Infused Pre-Rolls,20.0,17,524.0
2001-01-01 - 2026-04-12,2023-09-21,Historical,Adult-Use,Delivery Couriers,Raw Pre-Rolls,184.85,87,2088.5
2001-01-01 - 2026-04-12,2023-09-21,Historical,Adult-Use,Delivery Couriers,Shake/Trim,329.0,19,972.0
2001-01-01 - 2026-04-12,2023-09-21,Historical,Adult-Use,Delivery Couriers,Shake/Trim (by strain),63.0,8,271.0
2001-01-01 - 2026-04-12,2023-09-21,Historical,Adult-Use,Delivery Couriers,Vape Product,112.0,109,3301.0
2001-01-01 - 2026-04-12,2023-09-21,Historical,Adult-Use,Delivery Operators,Buds,1664.5,244,11181.37
2001-01-01 - 2026-04-12,2023-09-21,Historical,Adult-Use,Delivery Operators,Concentrate,1.0,1,40.0
2001-01-01 - 2026-04-12,2023-09-21,Historical,Adult-Use,Delivery Operators,Concentrate (Each),31.0,29,905.41
2001-01-01 - 2026-04-12,2023-09-21,Historical,Adult-Use,Delivery Operators,Infused (edible),121.0,93,2321.19
2001-01-01 - 2026-04-12,2023-09-21,Historical,Adult-Use,Delivery Operators,Infused (non-edible),2.0,1,7.0
2001-01-01 - 2026-04-12,2023-09-21,Historical,Adult-Use,Delivery Operators,Infused Beverage,26.0,18,242.84
2001-01-01 - 2026-04-12,2023-09-21,Historical,Adult-Use,Delivery Operators,Infused Pre-Rolls,14.0,9,270.28
2001-01-01 - 2026-04-12,2023-09-21,Historical,Adult-Use,Delivery Operators,Raw Pre-Rolls,277.45,150,2744.47
2001-01-01 - 2026-04-12,2023-09-21,Historical,Adult-Use,Delivery Operators,Shake/Trim,56.0,6,225.13
2001-01-01 - 2026-04-12,2023-09-21,Historical,Adult-Use,Delivery Operators,Shake/Trim (by strain),42.0,3,130.47
2001-01-01 - 2026-04-12,2023-09-21,Historical,Adult-Use,Delivery Operators,Vape Product,141.0,130,4970.55
2001-01-01 - 2026-04-12,2023-09-22,Historical,Adult-Use,Delivery Couriers,Buds,1858.5,171,9837.95
2001-01-01 - 2026-04-12,2023-09-22,Historical,Adult-Use,Delivery Couriers,Concentrate (Each),22.0,17,758.0
2001-01-01 - 2026-04-12,2023-09-22,Historical,Adult-Use,Delivery Couriers,Infused (edible),118.0,96,2495.0
2001-01-01 - 2026-04-12,2023-09-22,Historical,Adult-Use,Delivery Couriers,Infused (non-edible),2.0,2,54.0
2001-01-01 - 2026-04-12,2023-09-22,Historical,Adult-Use,Delivery Couriers,Infused Beverage,30.0,19,297.3
2001-01-01 - 2026-04-12,2023-09-22,Historical,Adult-Use,Delivery Couriers,Infused Pre-Rolls,14.8,13,348.0
2001-01-01 - 2026-04-12,2023-09-22,Historical,Adult-Use,Delivery Couriers,Raw Pre-Rolls,163.0,88,1657.5
2001-01-01 - 2026-04-12,2023-09-22,Historical,Adult-Use,Delivery Couriers,Shake/Trim,511.0,32,1479.0
2001-01-01 - 2026-04-12,2023-09-22,Historical,Adult-Use,Delivery Couriers,Shake/Trim (by strain),49.0,7,198.0
2001-01-01 - 2026-04-12,2023-09-22,Historical,Adult-Use,Delivery Couriers,Vape Product,96.0,88,3033.5
2001-01-01 - 2026-04-12,2023-09-22,Historical,Adult-Use,Delivery Operators,Buds,1644.5,237,11419.92
2001-01-01 - 2026-04-12,2023-09-22,Historical,Adult-Use,Delivery Operators,Concentrate (Each),44.0,35,1397.5
2001-01-01 - 2026-04-12,2023-09-22,Historical,Adult-Use,Delivery Operators,Infused (edible),187.0,138,3561.68
2001-01-01 - 2026-04-12,2023-09-22,Historical,Adult-Use,Delivery Operators,Infused (non-edible),1.0,1,30.91
2001-01-01 - 2026-04-12,2023-09-22,Historical,Adult-Use,Delivery Operators,Infused Beverage,27.0,12,143.22
2001-01-01 - 2026-04-12,2023-09-22,Historical,Adult-Use,Delivery Operators,Infused Pre-Rolls,43.5,30,919.88
2001-01-01 - 2026-04-12,2023-09-22,Historical,Adult-Use,Delivery Operators,Raw Pre-Rolls,330.55,191,3413.62
2001-01-01 - 2026-04-12,2023-09-22,Historical,Adult-Use,Delivery Operators,Shake/Trim,14.0,1,64.04
2001-01-01 - 2026-04-12,2023-09-22,Historical,Adult-Use,Delivery Operators,Vape Product,173.0,150,6823.42
2001-01-01 - 2026-04-12,2023-09-23,Historical,Adult-Use,Delivery Couriers,Buds,1401.8,121,7601.93
2001-01-01 - 2026-04-12,2023-09-23,Historical,Adult-Use,Delivery Couriers,Concentrate,1.0,1,50.0
2001-01-01 - 2026-04-12,2023-09-23,Historical,Adult-Use,Delivery Couriers,Concentrate (Each),11.0,10,472.0
2001-01-01 - 2026-04-12,2023-09-23,Historical,Adult-Use,Delivery Couriers,Infused (edible),110.0,90,2115.0
2001-01-01 - 2026-04-12,2023-09-23,Historical,Adult-Use,Delivery Couriers,Infused (non-edible),1.0,1,13.5
2001-01-01 - 2026-04-12,2023-09-23,Historical,Adult-Use,Delivery Couriers,Infused Beverage,13.0,8,120.3
2001-01-01 - 2026-04-12,2023-09-23,Historical,Adult-Use,Delivery Couriers,Infused Pre-Rolls,8.4,6,151.0
2001-01-01 - 2026-04-12,2023-09-23,Historical,Adult-Use,Delivery Couriers,Raw Pre-Rolls,139.8,77,1452.0
2001-01-01 - 2026-04-12,2023-09-23,Historical,Adult-Use,Delivery Couriers,Shake/Trim,833.0,43,2140.0
2001-01-01 - 2026-04-12,2023-09-23,Historical,Adult-Use,Delivery Couriers,Shake/Trim (by strain),49.0,7,202.0
2001-01-01 - 2026-04-12,2023-09-23,Historical,Adult-Use,Delivery Couriers,Vape Product,134.0,119,3830.0
2001-01-01 - 2026-04-12,2023-09-23,Historical,Adult-Use,Delivery Operators,Buds,1340.5,190,9134.44
2001-01-01 - 2026-04-12,2023-09-23,Historical,Adult-Use,Delivery Operators,Concentrate (Each),37.0,32,1238.23
2001-01-01 - 2026-04-12,2023-09-23,Historical,Adult-Use,Delivery Operators,Infused (edible),201.0,150,3772.06
2001-01-01 - 2026-04-12,2023-09-23,Historical,Adult-Use,Delivery Operators,Infused (non-edible),1.0,1,34.67
2001-01-01 - 2026-04-12,2023-09-23,Historical,Adult-Use,Delivery Operators,Infused Beverage,29.0,18,291.51
2001-01-01 - 2026-04-12,2023-09-23,Historical,Adult-Use,Delivery Operators,Infused Pre-Rolls,15.5,13,276.31
2001-01-01 - 2026-04-12,2023-09-23,Historical,Adult-Use,Delivery Operators,Raw Pre-Rolls,362.4,218,3512.26
2001-01-01 - 2026-04-12,2023-09-23,Historical,Adult-Use,Delivery Operators,Shake/Trim,14.0,2,55.44
2001-01-01 - 2026-04-12,2023-09-23,Historical,Adult-Use,Delivery Operators,Vape Product,150.0,132,5631.24
2001-01-01 - 2026-04-12,2023-09-24,Historical,Adult-Use,Delivery Couriers,Buds,1367.0,131,7748.84
2001-01-01 - 2026-04-12,2023-09-24,Historical,Adult-Use,Delivery Couriers,Concentrate,3.5,1,109.0
2001-01-01 - 2026-04-12,2023-09-24,Historical,Adult-Use,Delivery Couriers,Concentrate (Bulk),1.0,1,35.0
2001-01-01 - 2026-04-12,2023-09-24,Historical,Adult-Use,Delivery Couriers,Concentrate (Each),16.0,15,697.0
2001-01-01 - 2026-04-12,2023-09-24,Historical,Adult-Use,Delivery Couriers,Infused (edible),109.0,82,2211.75
2001-01-01 - 2026-04-12,2023-09-24,Historical,Adult-Use,Delivery Couriers,Infused (non-edible),1.0,1,40.0
2001-01-01 - 2026-04-12,2023-09-24,Historical,Adult-Use,Delivery Couriers,Infused Beverage,10.0,3,118.0
2001-01-01 - 2026-04-12,2023-09-24,Historical,Adult-Use,Delivery Couriers,Infused Pre-Rolls,8.2,8,187.0
2001-01-01 - 2026-04-12,2023-09-24,Historical,Adult-Use,Delivery Couriers,Raw Pre-Rolls,123.45,58,1295.8
2001-01-01 - 2026-04-12,2023-09-24,Historical,Adult-Use,Delivery Couriers,Shake/Trim,518.0,31,1493.0
2001-01-01 - 2026-04-12,2023-09-24,Historical,Adult-Use,Delivery Couriers,Shake/Trim (by strain),77.0,11,326.0
2001-01-01 - 2026-04-12,2023-09-24,Historical,Adult-Use,Delivery Couriers,Vape Product,101.0,90,3120.5
2001-01-01 - 2026-04-12,2023-09-24,Historical,Adult-Use,Delivery Operators,Buds,1249.5,206,9048.33
2001-01-01 - 2026-04-12,2023-09-24,Historical,Adult-Use,Delivery Operators,Concentrate (Each),21.0,21,614.47
2001-01-01 - 2026-04-12,2023-09-24,Historical,Adult-Use,Delivery Operators,Infused (edible),142.0,114,2757.96
2001-01-01 - 2026-04-12,2023-09-24,Historical,Adult-Use,Delivery Operators,Infused (non-edible),5.0,4,139.97
2001-01-01 - 2026-04-12,2023-09-24,Historical,Adult-Use,Delivery Operators,Infused Beverage,19.0,17,196.99
2001-01-01 - 2026-04-12,2023-09-24,Historical,Adult-Use,Delivery Operators,Infused Pre-Rolls,19.2,19,426.0
2001-01-01 - 2026-04-12,2023-09-24,Historical,Adult-Use,Delivery Operators,Raw Pre-Rolls,340.0,193,3452.2
2001-01-01 - 2026-04-12,2023-09-24,Historical,Adult-Use,Delivery Operators,Shake/Trim,35.0,3,135.4
2001-01-01 - 2026-04-12,2023-09-24,Historical,Adult-Use,Delivery Operators,Vape Product,140.0,126,5243.14
2001-01-01 - 2026-04-12,2023-09-25,Historical,Adult-Use,Delivery Couriers,Buds,1284.5,97,6433.47
2001-01-01 - 2026-04-12,2023-09-25,Historical,Adult-Use,Delivery Couriers,Concentrate (Each),9.0,6,245.0
2001-01-01 - 2026-04-12,2023-09-25,Historical,Adult-Use,Delivery Couriers,Infused (edible),83.0,65,1703.5
2001-01-01 - 2026-04-12,2023-09-25,Historical,Adult-Use,Delivery Couriers,Infused Beverage,13.0,9,77.25
2001-01-01 - 2026-04-12,2023-09-25,Historical,Adult-Use,Delivery Couriers,Infused Pre-Rolls,3.6,4,111.5
2001-01-01 - 2026-04-12,2023-09-25,Historical,Adult-Use,Delivery Couriers,Raw Pre-Rolls,105.15,46,1142.5
2001-01-01 - 2026-04-12,2023-09-25,Historical,Adult-Use,Delivery Couriers,Shake/Trim,448.0,22,1157.0
2001-01-01 - 2026-04-12,2023-09-25,Historical,Adult-Use,Delivery Couriers,Shake/Trim (by strain),98.0,11,424.0
2001-01-01 - 2026-04-12,2023-09-25,Historical,Adult-Use,Delivery Couriers,Vape Product,80.0,73,2294.0
2001-01-01 - 2026-04-12,2023-09-25,Historical,Adult-Use,Delivery Operators,Buds,1237.0,173,8493.58
2001-01-01 - 2026-04-12,2023-09-25,Historical,Adult-Use,Delivery Operators,Concentrate (Each),13.0,10,314.38
2001-01-01 - 2026-04-12,2023-09-25,Historical,Adult-Use,Delivery Operators,Infused (edible),102.0,87,1901.43
2001-01-01 - 2026-04-12,2023-09-25,Historical,Adult-Use,Delivery Operators,Infused (non-edible),1.0,1,30.26
2001-01-01 - 2026-04-12,2023-09-25,Historical,Adult-Use,Delivery Operators,Infused Beverage,3.0,3,45.61
2001-01-01 - 2026-04-12,2023-09-25,Historical,Adult-Use,Delivery Operators,Infused Pre-Rolls,8.0,7,164.68
2001-01-01 - 2026-04-12,2023-09-25,Historical,Adult-Use,Delivery Operators,Raw Pre-Rolls,224.0,127,2240.96
2001-01-01 - 2026-04-12,2023-09-25,Historical,Adult-Use,Delivery Operators,Shake/Trim,14.0,1,50.0
2001-01-01 - 2026-04-12,2023-09-25,Historical,Adult-Use,Delivery Operators,Shake/Trim (by strain),196.0,7,525.19
2001-01-01 - 2026-04-12,2023-09-25,Historical,Adult-Use,Delivery Operators,Vape Product,105.0,95,4032.45
2001-01-01 - 2026-04-12,2023-09-26,Historical,Adult-Use,Delivery Couriers,Buds,1437.0,123,7288.85
2001-01-01 - 2026-04-12,2023-09-26,Historical,Adult-Use,Delivery Couriers,Concentrate,3.5,1,98.1
2001-01-01 - 2026-04-12,2023-09-26,Historical,Adult-Use,Delivery Couriers,Concentrate (Bulk),1.0,1,35.0
2001-01-01 - 2026-04-12,2023-09-26,Historical,Adult-Use,Delivery Couriers,Concentrate (Each),3.0,3,100.0
2001-01-01 - 2026-04-12,2023-09-26,Historical,Adult-Use,Delivery Couriers,Infused (edible),70.0,48,1412.01
2001-01-01 - 2026-04-12,2023-09-26,Historical,Adult-Use,Delivery Couriers,Infused Beverage,2.0,2,11.0
2001-01-01 - 2026-04-12,2023-09-26,Historical,Adult-Use,Delivery Couriers,Infused Pre-Rolls,2.0,2,36.0
2001-01-01 - 2026-04-12,2023-09-26,Historical,Adult-Use,Delivery Couriers,Raw Pre-Rolls,118.25,50,1250.98
2001-01-01 - 2026-04-12,2023-09-26,Historical,Adult-Use,Delivery Couriers,Shake/Trim,364.0,21,1005.5
2001-01-01 - 2026-04-12,2023-09-26,Historical,Adult-Use,Delivery Couriers,Shake/Trim (by strain),63.0,9,258.0
2001-01-01 - 2026-04-12,2023-09-26,Historical,Adult-Use,Delivery Couriers,Vape Product,104.0,98,3100.0
2001-01-01 - 2026-04-12,2023-09-26,Historical,Adult-Use,Delivery Operators,Buds,1246.0,201,9227.24
2001-01-01 - 2026-04-12,2023-09-26,Historical,Adult-Use,Delivery Operators,Concentrate,4.5,2,138.96
2001-01-01 - 2026-04-12,2023-09-26,Historical,Adult-Use,Delivery Operators,Concentrate (Each),19.0,17,597.0
2001-01-01 - 2026-04-12,2023-09-26,Historical,Adult-Use,Delivery Operators,Infused (edible),145.0,116,2382.26
2001-01-01 - 2026-04-12,2023-09-26,Historical,Adult-Use,Delivery Operators,Infused (non-edible),1.0,1,5.0
2001-01-01 - 2026-04-12,2023-09-26,Historical,Adult-Use,Delivery Operators,Infused Beverage,9.0,9,114.77
2001-01-01 - 2026-04-12,2023-09-26,Historical,Adult-Use,Delivery Operators,Infused Pre-Rolls,19.7,12,376.28
2001-01-01 - 2026-04-12,2023-09-26,Historical,Adult-Use,Delivery Operators,Raw Pre-Rolls,204.35,150,2058.13
2001-01-01 - 2026-04-12,2023-09-26,Historical,Adult-Use,Delivery Operators,Shake/Trim,14.0,2,68.59
2001-01-01 - 2026-04-12,2023-09-26,Historical,Adult-Use,Delivery Operators,Shake/Trim (by strain),168.0,6,472.76
2001-01-01 - 2026-04-12,2023-09-26,Historical,Adult-Use,Delivery Operators,Vape Product,94.0,82,3500.73
2001-01-01 - 2026-04-12,2023-09-27,Historical,Adult-Use,Delivery Couriers,Buds,1281.0,117,7133.31
2001-01-01 - 2026-04-12,2023-09-27,Historical,Adult-Use,Delivery Couriers,Concentrate,9.0,4,227.25
2001-01-01 - 2026-04-12,2023-09-27,Historical,Adult-Use,Delivery Couriers,Concentrate (Each),10.0,10,403.0
2001-01-01 - 2026-04-12,2023-09-27,Historical,Adult-Use,Delivery Couriers,Infused (edible),70.0,44,1315.25
2001-01-01 - 2026-04-12,2023-09-27,Historical,Adult-Use,Delivery Couriers,Infused Pre-Rolls,10.0,10,211.0
2001-01-01 - 2026-04-12,2023-09-27,Historical,Adult-Use,Delivery Couriers,Raw Pre-Rolls,117.0,64,1308.0
2001-01-01 - 2026-04-12,2023-09-27,Historical,Adult-Use,Delivery Couriers,Shake/Trim,455.0,22,1309.0
2001-01-01 - 2026-04-12,2023-09-27,Historical,Adult-Use,Delivery Couriers,Shake/Trim (by strain),56.0,8,241.0
2001-01-01 - 2026-04-12,2023-09-27,Historical,Adult-Use,Delivery Couriers,Vape Product,87.0,77,2672.0
2001-01-01 - 2026-04-12,2023-09-27,Historical,Adult-Use,Delivery Operators,Buds,1425.5,204,9497.56
2001-01-01 - 2026-04-12,2023-09-27,Historical,Adult-Use,Delivery Operators,Concentrate (Each),22.0,21,610.29
2001-01-01 - 2026-04-12,2023-09-27,Historical,Adult-Use,Delivery Operators,Infused (edible),108.0,101,2073.61
2001-01-01 - 2026-04-12,2023-09-27,Historical,Adult-Use,Delivery Operators,Infused (non-edible),2.0,1,48.0
2001-01-01 - 2026-04-12,2023-09-27,Historical,Adult-Use,Delivery Operators,Infused Beverage,3.0,3,50.5
2001-01-01 - 2026-04-12,2023-09-27,Historical,Adult-Use,Delivery Operators,Infused Pre-Rolls,14.2,12,288.29
2001-01-01 - 2026-04-12,2023-09-27,Historical,Adult-Use,Delivery Operators,Raw Pre-Rolls,294.55,175,2763.54
2001-01-01 - 2026-04-12,2023-09-27,Historical,Adult-Use,Delivery Operators,Shake/Trim (by strain),308.0,11,779.5
2001-01-01 - 2026-04-12,2023-09-27,Historical,Adult-Use,Delivery Operators,Vape Product,108.0,99,3640.04
2001-01-01 - 2026-04-12,2023-09-28,Historical,Adult-Use,Delivery Couriers,Buds,1379.0,114,7092.89
2001-01-01 - 2026-04-12,2023-09-28,Historical,Adult-Use,Delivery Couriers,Concentrate (Each),8.0,8,436.0
2001-01-01 - 2026-04-12,2023-09-28,Historical,Adult-Use,Delivery Couriers,Infused (edible),80.0,61,1570.0
2001-01-01 - 2026-04-12,2023-09-28,Historical,Adult-Use,Delivery Couriers,Infused Beverage,10.0,9,148.5
2001-01-01 - 2026-04-12,2023-09-28,Historical,Adult-Use,Delivery Couriers,Infused Pre-Rolls,9.0,8,185.0
2001-01-01 - 2026-04-12,2023-09-28,Historical,Adult-Use,Delivery Couriers,Raw Pre-Rolls,116.85,58,1274.0
2001-01-01 - 2026-04-12,2023-09-28,Historical,Adult-Use,Delivery Couriers,Shake/Trim,476.0,28,1306.0
2001-01-01 - 2026-04-12,2023-09-28,Historical,Adult-Use,Delivery Couriers,Shake/Trim (by strain),63.0,8,262.0
2001-01-01 - 2026-04-12,2023-09-28,Historical,Adult-Use,Delivery Couriers,Vape Product,93.0,73,2628.0
2001-01-01 - 2026-04-12,2023-09-28,Historical,Adult-Use,Delivery Operators,Buds,1525.84,215,9500.21
2001-01-01 - 2026-04-12,2023-09-28,Historical,Adult-Use,Delivery Operators,Concentrate (Each),39.0,34,1238.61
2001-01-01 - 2026-04-12,2023-09-28,Historical,Adult-Use,Delivery Operators,Infused (edible),187.0,158,3665.1
2001-01-01 - 2026-04-12,2023-09-28,Historical,Adult-Use,Delivery Operators,Infused (non-edible),5.0,2,22.07
2001-01-01 - 2026-04-12,2023-09-28,Historical,Adult-Use,Delivery Operators,Infused Beverage,51.0,38,366.66
2001-01-01 - 2026-04-12,2023-09-28,Historical,Adult-Use,Delivery Operators,Infused Pre-Rolls,19.8,14,372.21
2001-01-01 - 2026-04-12,2023-09-28,Historical,Adult-Use,Delivery Operators,Raw Pre-Rolls,314.05,173,3340.29
2001-01-01 - 2026-04-12,2023-09-28,Historical,Adult-Use,Delivery Operators,Shake/Trim,28.0,3,107.39
2001-01-01 - 2026-04-12,2023-09-28,Historical,Adult-Use,Delivery Operators,Shake/Trim (by strain),168.0,6,420.0
